纬度：4047.621  时间：013405  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分05秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013406  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分06秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013407  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分07秒卫星：09  确切时间：2017年5月10日
纬度：4047.621  时间：013408  地磁偏角：100517  经度：11141.735  地面速率：000.0  海拔高度：1058  UTC时间：1时40分08秒卫星：09  确切时间：2017年5月10日
纬度：4047.622  时间：013409  地磁偏角：100517  经度：11141.734  地面速率：000.6  海拔高度：1058  UTC时间：1时40分09秒卫星：09  确切时间：2017年5月10日
纬度：4047.622  时间：013410  地磁偏角：100517  经度：11141.734  地面速率：000.8  海拔高度：1058  UTC时间：1时41分10秒卫星：09  确切时间：2017年5月10日
纬度：4047.623  时间：013411  地磁偏角：100517  经度：11141.734  地面速率：001.0  海拔高度：1058  UTC时间：1时41分11秒卫星：10  确切时间：2017年5月10日
纬度：4047.623  时间：013412  地磁偏角：100517  经度：11141.734  地面速率：001.3  海拔高度：1058  UTC时间：1时41分12秒卫星：10  确切时间：2017年5月10日
纬度：4047.623  时间：013413  地磁偏角：100517  经度：11141.734  地面速率：001.7  海拔高度：1058  UTC时间：1时41分13秒卫星：10  确切时间：2017年5月10日
纬度：4047.624  时间：013414  地磁偏角：100517  经度：11141.734  地面速率：002.3  海拔高度：1058  UTC时间：1时41分14秒卫星：10  确切时间：2017年5月10日
纬度：4047.624  时间：013415  地磁偏角：100517  经度：11141.733  地面速率：003.1  海拔高度：1058  UTC时间：1时41分15秒卫星：10  确切时间：2017年5月10日
纬度：4047.626  时间：013416  地磁偏角：100517  经度：11141.733  地面速率：001.5  海拔高度：1058  UTC时间：1时41分16秒卫星：10  确切时间：2017年5月10日
纬度：4047.626  时间：013417  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时41分17秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013418  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时41分18秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013419  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时41分19秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013420  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分20秒卫星：09  确切时间：2017年5月10日
纬度：4047.627  时间：013421  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分21秒卫星：09  确切时间：2017年5月10日
纬度：4047.627  时间：013422  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分22秒卫星：09  确切时间：2017年5月10日
纬度：4047.627  时间：013423  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分23秒卫星：08  确切时间：2017年5月10日
纬度：4047.627  时间：013424  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分24秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013425  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分25秒卫星：09  确切时间：2017年5月10日
纬度：4047.627  时间：013426  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分26秒卫星：09  确切时间：2017年5月10日
纬度：4047.627  时间：013427  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分27秒卫星：09  确切时间：2017年5月10日
纬度：4047.627  时间：013428  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分28秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013429  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时42分29秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013430  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分30秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013431  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分31秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013432  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分32秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013433  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分33秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013434  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分34秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013435  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分35秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013436  地磁偏角：100517  经度：11141.733  地面速率：000.0  海拔高度：1058  UTC时间：1时43分36秒卫星：10  确切时间：2017年5月10日
